,Delivery_person_Age,Delivery_person_Ratings,Type_of_vehicle,Time_taken(min),distance,speed,capabilty,traffic_fact
132,32,4.9,2,18,3.059241752280784,1,4.9,15.1
133,27,4.7,2,14,3.020731790895242,1,4.7,15.3
134,21,4.9,2,36,13.945658037651098,1,4.9,15.1
135,28,4.8,2,18,7.747793362638613,1,4.8,15.2
136,24,4.9,3,17,6.276138627413788,2,9.8,10.2
137,33,4.4,2,28,1.534129114265342,1,4.4,15.6
138,20,4.6,2,44,13.945629461520332,1,4.6,15.4
139,31,4.3,2,20,9.329319541894728,1,4.3,15.7
140,29,4.6,3,19,4.588712137571156,2,9.2,10.8
141,36,5.0,2,35,10.586720360323753,1,5.0,15.0
142,31,4.2,2,50,17.042634005428827,1,4.2,15.8
143,39,4.1,3,34,9.204512751051547,2,8.2,11.8
144,29,4.6,1,17,12.142670416282547,3,13.799999999999999,6.200000000000001
145,29,4.6,3,23,6.071413761024368,2,9.2,10.8
146,37,4.9,2,27,4.6646029783419385,1,4.9,15.1
147,33,4.7,2,26,6.276138627413788,1,4.7,15.3
148,31,3.9,3,35,10.69100092566136,2,7.8,12.2
149,37,4.6,2,41,6.276138627413788,1,4.6,15.4
150,26,4.4,2,23,9.296531667508525,1,4.4,15.6
151,24,4.6,2,30,17.10252275797518,1,4.6,15.4
152,23,4.8,3,19,3.1380694073889375,2,9.6,10.4
153,36,4.9,3,27,1.5690347154047224,2,9.8,10.2
154,39,4.8,2,28,6.205591081602371,1,4.8,15.2
155,20,4.7,2,24,12.438452034187614,1,4.7,15.3
156,20,5.0,2,36,20.166286848244525,1,5.0,15.0
157,29,4.3,2,28,9.067759514408273,1,4.3,15.7
158,36,4.8,2,31,17.103104604488404,1,4.8,15.2
159,36,4.0,2,44,13.611105169020725,1,4.0,16.0
160,22,4.8,3,15,12.056968418188383,2,9.6,10.4
161,38,4.4,2,33,10.704957546119868,1,4.4,15.6
162,39,4.9,2,30,7.5891604266055,1,4.9,15.1
163,24,4.9,3,22,7.551948584727422,2,9.8,10.2
164,30,4.1,2,43,10.983241696284244,1,4.1,15.9
165,35,4.8,2,48,13.804873199406153,1,4.8,15.2
166,33,4.5,1,19,13.941657178556436,3,13.5,6.5
167,39,4.7,2,21,10.900635211617388,1,4.7,15.3
168,31,4.3,2,44,12.099040609550999,1,4.3,15.7
169,37,4.5,3,26,1.5495096221395899,2,9.0,11.0
170,37,4.7,3,26,4.654256824131882,2,9.4,10.6
171,33,5.0,2,31,1.5269331229160865,1,5.0,15.0
172,24,4.6,3,19,9.414207472710387,2,9.2,10.8
173,33,4.5,3,18,11.902924672837507,2,9.0,11.0
174,39,4.7,2,38,10.472797742862058,1,4.7,15.3
175,37,4.6,2,32,13.563852221699795,1,4.6,15.4
176,25,4.9,3,17,7.6696078159334125,2,9.8,10.2
177,28,4.8,3,11,9.177365744557306,2,9.6,10.4
178,38,4.7,2,31,6.205474967025106,1,4.7,15.3
179,29,4.6,2,43,10.41513064614557,1,4.6,15.4
180,31,4.6,2,25,9.308258482124039,1,4.6,15.4
181,25,4.8,2,22,9.164099415262326,1,4.8,15.2
182,35,4.9,2,43,10.858950700039365,1,4.9,15.1
183,39,4.7,2,42,10.550295445173377,1,4.7,15.3
184,38,3.9,2,42,12.082423061297098,1,3.9,16.1
185,35,4.7,2,34,4.647989333607506,1,4.7,15.3
186,29,4.7,2,17,2.977717993714077,1,4.7,15.3
187,27,4.6,3,25,4.5541509794301644,2,9.2,10.8
188,38,4.3,2,54,13.962004343954739,1,4.3,15.7
189,36,4.9,2,21,10.625702124383546,1,4.9,15.1
190,26,4.0,2,34,6.136519522327368,1,4.0,16.0
191,26,4.1,2,36,13.41246037752413,1,4.1,15.9
192,36,4.9,2,17,9.308662119355633,1,4.9,15.1
193,21,4.7,2,16,1.4880598281970034,1,4.7,15.3
194,35,4.7,1,27,12.39395555693745,3,14.100000000000001,5.899999999999999
195,20,4.5,2,26,6.20545250887856,1,4.5,15.5
196,23,4.6,2,46,13.764250249667594,1,4.6,15.4
197,37,5.0,2,29,9.066849655818128,1,5.0,15.0
198,26,4.8,2,23,9.297076456518703,1,4.8,15.2
199,29,5.0,3,11,12.142486110300185,2,10.0,10.0
200,26,4.9,2,28,16.612635818204165,1,4.9,15.1
201,29,4.8,2,25,9.177225998300312,1,4.8,15.2
202,29,4.7,2,11,3.013958870983999,1,4.7,15.3
203,21,4.9,3,26,4.391724962431039,2,9.8,10.2
204,22,4.3,2,23,3.1028522086456105,1,4.3,15.7
205,31,4.0,2,39,11.902753837483976,1,4.0,16.0
206,20,4.5,2,11,3.1098846908757523,1,4.5,15.5
207,30,3.9,1,32,12.09895659021292,3,11.7,8.3
208,36,4.8,2,43,10.846831683112223,1,4.8,15.2
209,24,4.7,3,13,6.205738534229064,2,9.4,10.6
210,32,4.7,1,25,1.5513238067891462,3,14.100000000000001,5.899999999999999
211,25,5.0,2,27,9.294705791241629,1,5.0,15.0
212,27,4.5,3,29,6.136227883482838,2,9.0,11.0
213,32,4.1,2,33,10.845889966900735,1,4.1,15.9
214,23,4.7,2,19,6.19703893141132,1,4.7,15.3
215,39,4.4,2,33,20.14112443663039,1,4.4,15.6
216,20,4.8,2,28,9.414207472710387,1,4.8,15.2
217,20,4.8,1,15,11.905861749702474,3,14.399999999999999,5.600000000000001
218,29,4.6,3,29,4.488577625714156,2,9.2,10.8
219,26,4.9,3,18,20.827572697496162,2,9.8,10.2
220,25,5.0,2,14,1.557337963675556,1,5.0,15.0
221,34,4.7,2,30,6.1983397369141935,1,4.7,15.3
222,31,4.9,2,28,6.163798689174008,1,4.9,15.1
223,24,4.7,2,39,20.397442775188328,1,4.7,15.3
224,30,4.9,2,30,13.805626960611738,1,4.9,15.1
225,36,4.8,2,36,19.351082464681973,1,4.8,15.2
226,36,4.4,2,37,20.832850885766774,1,4.4,15.6
227,26,4.7,2,43,20.827407215134496,1,4.7,15.3
228,30,4.6,3,29,16.635239139962547,2,9.2,10.8
229,20,4.8,3,25,4.707104052532131,2,9.6,10.4
230,33,4.7,1,15,7.747301749382407,3,14.100000000000001,5.899999999999999
231,29,4.6,3,24,10.983241696284244,2,9.2,10.8
232,34,4.0,2,39,13.743748712643285,1,4.0,16.0
233,36,4.6,2,20,12.271931674507936,1,4.6,15.4
234,33,4.6,2,15,2.9810670001645105,1,4.6,15.4
235,22,4.8,2,16,16.760840661943323,1,4.8,15.2
236,38,4.7,3,19,1.5294048118807104,2,9.4,10.6
237,27,4.9,3,20,12.396903135321155,2,9.8,10.2
238,32,4.8,3,25,10.432310169081864,2,9.6,10.4
239,26,4.8,2,43,12.396259636749217,1,4.8,15.2
240,29,4.5,2,15,19.630777254614774,1,4.5,15.5
241,31,4.5,2,29,12.43875210831113,1,4.5,15.5
242,28,4.6,2,14,6.135383422532994,1,4.6,15.4
243,21,4.8,2,11,8.91888668509988,1,4.8,15.2
244,21,4.0,2,19,7.774458242271917,1,4.0,16.0
245,30,4.9,2,29,12.552275755914394,1,4.9,15.1
246,29,4.7,2,11,5.984484703060141,1,4.7,15.3
247,20,4.8,2,14,1.527154370684199,1,4.8,15.2
248,28,5.0,2,15,13.713493498525082,1,5.0,15.0
249,25,4.7,2,16,10.687630840937123,1,4.7,15.3
250,29,4.6,2,43,16.82376113749127,1,4.6,15.4
251,38,4.8,2,20,3.0986894979955277,1,4.8,15.2
252,39,4.9,2,26,4.60191950861356,1,4.9,15.1
253,26,4.9,3,26,9.107880591147303,2,9.8,10.2
254,33,4.4,2,43,10.883781468541267,1,4.4,15.6
255,24,4.6,2,25,9.074511964797063,1,4.6,15.4
256,24,4.9,2,28,6.2195799756053045,1,4.9,15.1
257,33,4.5,3,17,13.59174349203564,2,9.0,11.0
258,35,4.2,2,44,13.591608297249033,1,4.2,15.8
259,27,4.2,2,33,13.740852946326266,1,4.2,15.8
260,29,4.6,3,19,7.746079097377241,2,9.2,10.8
261,29,4.5,2,15,4.64841181693955,1,4.5,15.5
262,34,4.7,3,27,19.321445595986216,2,9.4,10.6
263,20,4.7,3,25,2.9809448604624884,2,9.4,10.6
264,29,4.8,2,18,6.049870868802052,1,4.8,15.2
265,22,4.9,3,21,9.074580779980996,2,9.8,10.2
266,35,4.9,2,53,10.405169702130612,1,4.9,15.1
267,32,4.4,2,42,17.129275527672867,1,4.4,15.6
268,28,4.9,2,20,16.10037667090034,1,4.9,15.1
269,30,4.7,3,29,20.21236367487059,2,9.4,10.6
270,22,4.7,3,15,17.042634005428827,2,9.4,10.6
271,36,4.7,2,30,7.774458242271917,1,4.7,15.3
272,23,4.8,2,28,19.731429221614068,1,4.8,15.2
273,22,4.8,2,19,3.0206490444019702,1,4.8,15.2
274,29,4.5,2,15,19.807161975395392,1,4.5,15.5
275,34,4.9,2,50,17.04198395713032,1,4.9,15.1
276,38,4.1,2,41,1.5496365009021704,1,4.1,15.9
277,35,5.0,2,37,10.983241696284244,1,5.0,15.0
278,38,4.7,3,28,9.414207472710387,2,9.4,10.6
279,32,4.3,3,35,10.271454968582486,2,8.6,11.4
280,20,4.5,2,27,10.845889966900735,1,4.5,15.5
281,25,4.9,2,43,12.393263757604263,1,4.9,15.1
282,29,4.5,3,12,8.927480425054231,2,9.0,11.0
284,39,4.1,2,39,20.397442775188328,1,4.1,15.9
285,31,4.4,2,47,16.635381027246595,1,4.4,15.6
286,37,4.5,2,26,7.589543265875354,1,4.5,15.5
287,36,4.9,1,31,13.172727967926338,3,14.700000000000001,5.299999999999999
288,37,3.8,2,42,20.8325750761678,1,3.8,16.2
290,38,4.9,3,25,6.219648077690683,2,9.8,10.2
291,37,4.4,2,39,11.891277192207589,1,4.4,15.6
292,21,4.9,3,21,13.66085535805377,2,9.8,10.2
293,35,4.9,1,18,4.464163123690179,3,14.700000000000001,5.299999999999999
294,22,4.8,3,22,13.390793718689235,2,9.6,10.4
295,28,4.8,2,23,3.068202713082747,1,4.8,15.2
296,39,4.0,2,48,20.166286848244525,1,4.0,16.0
297,29,4.5,3,13,12.39525675915564,2,9.0,11.0
298,39,4.6,2,32,3.0986894561589557,1,4.6,15.4
299,25,4.9,1,16,20.166027529984316,3,14.700000000000001,5.299999999999999
300,34,5.0,1,19,4.664610877378366,3,15.0,5.0
301,22,4.8,2,18,3.099243404030044,1,4.8,15.2
302,27,5.0,2,27,10.431932813898786,1,5.0,15.0
303,28,4.5,2,25,10.692860419649532,1,4.5,15.5
304,32,5.0,3,31,4.664846958990213,2,10.0,10.0
305,29,4.6,3,39,16.577783315974713,2,9.2,10.8
306,27,4.6,2,20,10.73767592244511,1,4.6,15.4
307,35,3.9,2,38,12.216036309455992,1,3.9,16.1
308,22,4.6,2,19,4.654346370086994,1,4.6,15.4
309,35,4.7,1,17,4.707104052532131,3,14.100000000000001,5.899999999999999
310,30,4.6,2,24,1.5125517325857614,1,4.6,15.4
311,39,4.8,3,26,3.102782976271217,2,9.6,10.4
312,33,4.8,2,28,9.203603646445394,1,4.8,15.2
313,20,4.7,3,16,12.235732851647132,2,9.4,10.6
314,20,4.7,2,17,4.707104052532131,1,4.7,15.3
315,34,4.2,2,24,9.308325333644872,1,4.2,15.8
316,22,4.7,2,24,10.859713679362844,1,4.7,15.3
317,37,4.3,3,34,2.9767694453812323,2,8.6,11.4
318,20,4.8,2,16,1.5276791467900743,1,4.8,15.2
319,33,4.9,2,26,7.5897674326727005,1,4.9,15.1
320,21,5.0,2,25,19.632314732102273,1,5.0,15.0
321,33,4.6,2,49,10.586671192789037,1,4.6,15.4
322,24,4.6,1,24,12.395136598591078,3,13.799999999999999,6.200000000000001
323,36,4.7,3,32,3.1380694073889375,2,9.4,10.6
324,30,4.6,2,26,4.581196682217199,1,4.6,15.4
325,32,4.9,3,24,13.80547731046219,2,9.8,10.2
326,28,4.6,1,16,19.940501916973297,3,13.799999999999999,6.200000000000001
327,21,4.7,3,27,19.351082464681973,2,9.4,10.6
328,39,4.9,2,25,3.047712417465363,1,4.9,15.1
329,32,4.7,2,26,3.0986894561589557,1,4.7,15.3
330,20,4.5,3,25,9.163186792917154,2,9.0,11.0
331,29,4.6,2,26,4.707104052532131,1,4.6,15.4
332,36,5.0,3,15,1.4884133108377866,2,10.0,10.0
333,28,4.8,3,18,3.099238091225855,2,9.6,10.4
334,32,4.5,2,30,7.648136370476755,1,4.5,15.5
335,39,4.4,3,46,17.042634005428827,2,8.8,11.2
336,30,4.7,2,24,16.69541088302565,1,4.7,15.3
337,32,4.4,2,37,6.117941643988989,1,4.4,15.6
338,23,4.6,2,27,13.591068802313822,1,4.6,15.4
339,21,4.8,3,27,6.108360812908673,2,9.6,10.4
340,31,4.2,1,32,9.061127494752238,3,12.600000000000001,7.399999999999999
341,37,4.6,1,28,3.0538233786856974,3,13.799999999999999,6.200000000000001
342,20,4.5,2,29,7.590017577593426,1,4.5,15.5
343,28,4.5,2,27,1.4881912567305338,1,4.5,15.5
344,22,4.9,2,11,1.5514770796415485,1,4.9,15.1
345,20,4.7,2,13,9.20341113898367,1,4.7,15.3
346,34,4.8,3,27,19.591218729842222,2,9.6,10.4
347,38,4.8,3,25,6.19703893141132,2,9.6,10.4
348,29,4.6,3,26,20.14286114325814,2,9.2,10.8
349,32,4.5,2,27,6.027713334627565,1,4.5,15.5
350,34,4.9,3,26,16.824526128937705,2,9.8,10.2
351,33,3.9,1,32,13.592749450062879,3,11.7,8.3
352,34,4.5,2,25,3.020731790895242,1,4.5,15.5
353,32,4.6,2,32,4.707104052532131,1,4.6,15.4
354,29,4.6,3,42,10.846021334892525,2,9.2,10.8
355,34,4.7,2,29,7.757008674701061,1,4.7,15.3
356,26,4.6,3,32,10.624868125960159,2,9.2,10.8
357,31,4.0,2,35,12.396203377424794,1,4.0,16.0
358,39,4.8,2,27,6.071710271577742,1,4.8,15.2
359,27,4.8,2,15,1.5690347154047224,1,4.8,15.2
360,32,5.0,3,27,7.669768196606529,2,10.0,10.0
361,32,4.5,2,30,7.556893369945108,1,4.5,15.5
362,39,4.1,2,32,10.549588224835514,1,4.1,15.9
363,36,4.8,1,25,1.529710385539974,3,14.399999999999999,5.600000000000001
364,37,4.1,2,38,4.647963215024367,1,4.1,15.9
365,37,4.8,3,26,9.041263207807027,2,9.6,10.4
366,38,3.7,2,31,16.824526128937705,1,3.7,16.3
367,28,4.7,3,28,3.013958870983999,2,9.4,10.6
368,34,3.8,3,31,16.823323902378387,2,7.6,12.4
369,32,4.9,2,29,17.041308859939207,1,4.9,15.1
370,22,4.7,2,17,8.927154262343281,1,4.7,15.3
371,31,4.0,2,45,13.600349442388593,1,4.0,16.0
372,27,4.0,2,34,12.409793910752205,1,4.0,16.0
373,29,4.9,3,24,17.102527788094463,2,9.8,10.2
374,38,4.8,2,44,9.32924365213354,1,4.8,15.2
375,35,4.8,2,36,7.5900214384297335,1,4.8,15.2
376,31,4.9,2,28,4.64847378122608,1,4.9,15.1
377,30,4.3,3,37,13.942528825315232,2,8.6,11.4
378,24,4.9,2,10,9.414207472710387,1,4.9,15.1
379,33,4.8,2,23,13.805596388488004,1,4.8,15.2
380,29,4.6,2,22,10.269518706782998,1,4.6,15.4
381,38,4.6,3,26,6.1075103940652875,2,9.2,10.8
382,26,4.9,2,34,9.043263484069747,1,4.9,15.1
383,39,4.8,3,26,6.276138627413788,2,9.6,10.4
384,24,4.5,2,21,17.259376716936664,1,4.5,15.5
385,34,4.2,2,28,9.177365744557306,1,4.2,15.8
386,26,4.7,2,14,8.932469105184088,1,4.7,15.3
387,35,4.7,2,17,6.041720567260046,1,4.7,15.3
388,36,4.2,2,37,4.648400072771237,1,4.2,15.8
389,24,2.6,2,42,16.635381027246595,1,2.6,17.4
390,29,4.6,2,17,10.983241696284244,1,4.6,15.4
391,33,4.3,2,34,16.79799879130621,1,4.3,15.7
392,26,4.6,2,25,16.76046196823297,1,4.6,15.4
393,32,5.0,3,30,17.040675423590454,2,10.0,10.0
394,37,4.9,2,48,13.388148115267779,1,4.9,15.1
395,26,4.9,3,18,20.24338536883607,2,9.8,10.2
396,31,4.8,3,28,20.212199139843758,2,9.6,10.4
397,37,4.6,2,26,13.943264150201642,1,4.6,15.4
398,26,4.7,3,16,16.799203683671756,2,9.4,10.6
399,37,4.8,2,25,4.530955587841242,1,4.8,15.2
400,22,4.6,2,22,20.397442775188328,1,4.6,15.4
401,21,4.4,2,15,4.553818794873717,1,4.4,15.6
402,22,4.0,2,28,1.5493509707072781,1,4.0,16.0
403,38,4.5,2,20,1.5493596914279444,1,4.5,15.5
404,28,4.0,2,32,6.196473600483353,1,4.0,16.0
405,29,4.7,3,17,20.397442775188328,2,9.4,10.6
406,31,4.9,2,38,6.049912845948324,1,4.9,15.1
407,24,4.8,3,14,3.0358329337402403,2,9.6,10.4
408,33,4.8,2,26,6.276138627413788,1,4.8,15.2
409,26,4.9,2,30,13.765379678937752,1,4.9,15.1
410,29,4.6,3,28,12.057276311044914,2,9.2,10.8
411,20,4.7,3,29,7.7744964674614065,2,9.4,10.6
412,29,4.8,3,12,19.73161759397837,2,9.6,10.4
413,32,4.0,2,49,10.845954196990009,1,4.0,16.0
414,20,4.9,2,42,16.635194216784537,1,4.9,15.1
415,26,5.0,1,24,10.845731334066407,3,15.0,5.0
416,38,4.8,2,46,16.695143788849723,1,4.8,15.2
417,34,4.6,1,27,6.165063816991586,3,13.799999999999999,6.200000000000001
418,27,4.5,2,13,2.976035478042831,1,4.5,15.5
419,29,5.0,2,25,10.577817770029753,1,5.0,15.0
420,24,4.9,2,24,19.73032946503108,1,4.9,15.1
421,21,4.9,2,12,1.5103782350762562,1,4.9,15.1
422,33,4.4,2,24,1.463953129912797,1,4.4,15.6
423,35,4.7,2,29,9.04307025837713,1,4.7,15.3
424,35,4.7,3,18,12.43875210831113,2,9.4,10.6
426,29,4.6,2,13,4.6541251311130205,1,4.6,15.4
427,29,4.8,2,23,10.689377930173068,1,4.8,15.2
428,21,4.9,2,19,12.23513612361146,1,4.9,15.1
429,29,4.6,2,29,17.045251004667662,1,4.6,15.4
430,22,4.7,2,24,13.945658037651098,1,4.7,15.3
431,29,4.6,3,27,6.205284711948613,2,9.2,10.8
432,24,4.4,3,40,11.891353051258337,2,8.8,11.2
433,23,4.9,3,22,1.551363898457269,2,9.8,10.2
434,27,4.6,3,12,1.549238578891355,2,9.2,10.8
435,33,4.1,2,43,12.439082968814082,1,4.1,15.9
436,35,4.6,3,26,16.87262327851572,2,9.2,10.8
437,21,4.7,3,27,4.664774212706455,2,9.4,10.6
438,39,4.4,2,35,13.942135995521298,1,4.4,15.6
439,34,4.8,3,27,7.745892925201073,2,9.6,10.4
440,29,4.9,2,27,6.071909216478056,1,4.9,15.1
441,20,4.7,3,17,3.054566519403073,2,9.4,10.6
442,20,4.8,2,17,10.983241696284244,1,4.8,15.2
443,30,4.7,2,15,9.041263207807027,1,4.7,15.3
444,37,4.7,3,39,19.070286182018464,2,9.4,10.6
445,39,4.6,2,25,4.531237447472418,1,4.6,15.4
446,26,5.0,2,18,16.8739423417276,1,5.0,15.0
447,32,4.9,2,48,12.552275755914394,1,4.9,15.1
448,21,4.7,3,28,13.764305929575334,2,9.4,10.6
449,35,4.8,3,29,3.099012302522494,2,9.6,10.4
450,39,4.6,2,32,4.5208616651671925,1,4.6,15.4
451,39,5.0,2,41,20.144000349550186,1,5.0,15.0
452,27,4.9,2,39,10.901551880749482,1,4.9,15.1
453,33,4.8,3,16,4.64777966281334,2,9.6,10.4
454,33,4.8,2,48,19.941385867885913,1,4.8,15.2
455,37,4.7,2,40,10.846831683112223,1,4.7,15.3
456,20,4.6,2,11,3.1098897249076516,1,4.6,15.4
457,20,4.6,2,19,12.552275755914394,1,4.6,15.4
